Ensembl,HGNC,Entrez,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
ENSG00000147852,VLDLR,7436.00,1083.00,767.00,591.00,1092.00,2786.00,646.00,425.00,381.00,198.00,789.00,365.00,861.00,816.00,3635.00,1815.00,939.00,2765.00,1575.00,431.00,5810.00
ENSG00000088367,EPB41L1,2036.00,848.00,1047.00,2069.00,1705.00,1928.00,779.00,1250.00,2233.00,1860.00,2776.00,1803.00,2155.00,2274.00,6545.00,2949.00,1807.00,3803.00,2457.00,1689.00,4991.00
ENSG00000087365,SF3B2,10992.00,4177.00,7520.00,2408.00,5678.00,4342.00,6499.00,2427.00,6895.00,7243.00,5636.00,5204.00,4196.00,3639.00,5205.00,5121.00,4147.00,4890.00,4225.00,5566.00,4985.00
ENSG00000138434,SSFA2,6744.00,1559.00,1785.00,1153.00,951.00,2690.00,2114.00,7196.00,1485.00,1880.00,582.00,1596.00,2811.00,3227.00,3533.00,1986.00,2976.00,2671.00,2877.00,1710.00,3006.00
ENSG00000102181,CD99L2,83692.00,691.00,561.00,452.00,301.00,1012.00,557.00,271.00,643.00,546.00,758.00,1536.00,3498.00,1239.00,4393.00,3413.00,1375.00,2762.00,2072.00,1030.00,4586.00
ENSG00000154945,ANKRD40,91369.00,1156.00,1266.00,905.00,2381.00,1339.00,1522.00,1637.00,484.00,1429.00,496.00,1339.00,2937.00,1784.00,5538.00,2422.00,1837.00,3218.00,2194.00,1770.00,5557.00
ENSG00000124422,USP22,23326.00,3786.00,6577.00,4687.00,3479.00,6882.00,5025.00,2738.00,3998.00,4500.00,3034.00,6404.00,4331.00,6344.00,4347.00,5475.00,6146.00,5960.00,4634.00,7850.00,4025.00
ENSG00000101224,CDC25B,994.00,6585.00,2650.00,1206.00,1839.00,2110.00,1730.00,1746.00,788.00,1977.00,1710.00,645.00,1071.00,466.00,563.00,693.00,601.00,430.00,652.00,684.00,477.00
ENSG00000185201,IFITM2,10581.00,1066.00,2227.00,2509.00,758.00,2239.00,1260.00,1069.00,557.00,541.00,583.00,5238.00,3724.00,1196.00,2955.00,4265.00,2167.00,2795.00,3450.00,2352.00,4059.00
ENSG00000161671,C19orf63,284361.00,1348.00,4341.00,3697.00,2750.00,2358.00,1580.00,2907.00,5924.00,4157.00,3129.00,2870.00,1150.00,1732.00,982.00,2442.00,1486.00,1481.00,1408.00,4593.00,1141.00
ENSG00000140526,ABHD2,11057.00,2039.00,2659.00,966.00,2477.00,1749.00,7441.00,2689.00,1434.00,3294.00,1813.00,2079.00,2570.00,3874.00,2330.00,2360.00,4142.00,3942.00,3077.00,1792.00,2742.00
ENSG00000159658,KIAA0494,9813.00,2529.00,2834.00,1751.00,3734.00,4886.00,2867.00,2075.00,1655.00,2727.00,2210.00,3713.00,4925.00,4058.00,5674.00,3784.00,5732.00,5160.00,5050.00,2616.00,5515.00
ENSG00000278644,PCGF2,7703.00,599.00,604.00,6667.00,777.00,503.00,684.00,990.00,363.00,307.00,120.00,801.00,536.00,655.00,435.00,583.00,593.00,604.00,562.00,891.00,302.00
ENSG00000187193,MT1X,4501.00,323.00,1769.00,553.00,502.00,62.00,907.00,3484.00,3905.00,2307.00,79.00,5405.00,2774.00,1075.00,1561.00,1584.00,976.00,1994.00,1450.00,1387.00,2698.00
ENSG00000177733,HNRNPA0,10949.00,2962.00,2089.00,4278.00,6705.00,1170.00,1860.00,2699.00,6079.00,2198.00,3176.00,3446.00,2348.00,3094.00,2421.00,3397.00,2948.00,2936.00,2550.00,4834.00,2120.00
ENSG00000138640,FAM13A,10144.00,268.00,388.00,753.00,264.00,172.00,587.00,225.00,806.00,534.00,170.00,851.00,2458.00,1718.00,5095.00,1376.00,1818.00,2061.00,1345.00,642.00,4507.00
ENSG00000088832,FKBP1A,2280.00,3935.00,5282.00,6620.00,4824.00,4994.00,5619.00,8027.00,3017.00,3701.00,7335.00,4265.00,6381.00,3028.00,5268.00,5152.00,3065.00,5022.00,4222.00,4164.00,5099.00
ENSG00000134215,VAV3,10451.00,166.00,1857.00,1361.00,3673.00,893.00,3266.00,186.00,1153.00,147.00,4595.00,1848.00,224.00,1672.00,199.00,1635.00,2823.00,3453.00,1307.00,2949.00,100.00
ENSG00000095321,CRAT,1384.00,203.00,678.00,386.00,293.00,2857.00,939.00,79.00,192.00,243.00,5817.00,1108.00,1518.00,737.00,1931.00,2573.00,647.00,1122.00,867.00,2794.00,1965.00
ENSG00000278006,CCL18,6362.00,236.00,148.00,185.00,16.00,114.00,106.00,226.00,148.00,1941.00,1068.00,1139.00,6100.00,37.00,73.00,574.00,160.00,135.00,151.00,14.00,207.00
ENSG00000163344,PMVK,10654.00,1722.00,2720.00,1908.00,1209.00,524.00,442.00,684.00,1461.00,708.00,6737.00,1405.00,736.00,675.00,906.00,1511.00,760.00,681.00,936.00,1428.00,928.00
ENSG00000154096,THY1,7070.00,2840.00,3483.00,7034.00,1358.00,3459.00,2919.00,1927.00,706.00,1406.00,1734.00,3414.00,3649.00,2909.00,2248.00,2484.00,755.00,2527.00,1535.00,2190.00,2723.00
ENSG00000111684,LPCAT3,10162.00,911.00,1103.00,907.00,1260.00,6466.00,1935.00,1016.00,2366.00,605.00,4253.00,1512.00,1363.00,1158.00,1013.00,1809.00,1375.00,1189.00,1299.00,1841.00,655.00
ENSG00000131051,RBM39,9584.00,4404.00,2369.00,6398.00,4177.00,4037.00,2081.00,5762.00,7356.00,4931.00,3853.00,4069.00,2903.00,4819.00,2768.00,3004.00,5281.00,3689.00,3763.00,3210.00,2766.00
ENSG00000104490,NCALD,83988.00,202.00,463.00,2996.00,5870.00,772.00,1201.00,349.00,457.00,282.00,464.00,2028.00,684.00,3160.00,1025.00,1390.00,1486.00,1727.00,1723.00,2650.00,728.00
ENSG00000130826,DKC1,1736.00,4622.00,2798.00,1599.00,3116.00,2520.00,2055.00,3916.00,4096.00,5064.00,2553.00,1320.00,722.00,1289.00,672.00,974.00,1325.00,1114.00,1054.00,1696.00,751.00
ENSG00000127481,UBR4,23352.00,5674.00,4626.00,1255.00,1811.00,4317.00,7008.00,2279.00,2300.00,4276.00,4237.00,3299.00,4034.00,4736.00,4871.00,3233.00,4564.00,4245.00,3395.00,3160.00,5118.00
ENSG00000147889,CDKN2A,1029.00,1669.00,2072.00,42.00,770.00,71.00,473.00,4393.00,4422.00,2.00,858.00,88.00,60.00,34.00,143.00,218.00,46.00,39.00,72.00,40.00,23.00
ENSG00000090661,LASS4,79603.00,140.00,360.00,1967.00,1934.00,5613.00,197.00,489.00,430.00,244.00,3814.00,1361.00,269.00,764.00,261.00,1671.00,841.00,722.00,899.00,975.00,534.00
ENSG00000113712,CSNK1A1,1452.00,4618.00,3975.00,4975.00,7185.00,3996.00,2949.00,5536.00,4317.00,3298.00,3237.00,7289.00,4337.00,7322.00,4448.00,5117.00,6133.00,6096.00,5951.00,6027.00,3723.00
ENSG00000196628,TCF4,6925.00,954.00,1581.00,997.00,641.00,1772.00,1717.00,966.00,263.00,595.00,479.00,1241.00,4219.00,2579.00,4293.00,2372.00,2419.00,2781.00,3832.00,948.00,4503.00
ENSG00000171298,GAA,2548.00,2158.00,5678.00,1696.00,2788.00,3117.00,5110.00,792.00,1334.00,2812.00,954.00,4626.00,2629.00,2097.00,1302.00,3268.00,1694.00,1732.00,1611.00,3233.00,1448.00
ENSG00000090339,ICAM1,3383.00,4167.00,4084.00,362.00,153.00,861.00,4960.00,512.00,1288.00,1441.00,294.00,728.00,1090.00,821.00,1065.00,920.00,945.00,587.00,1070.00,757.00,934.00
ENSG00000053438,NNAT,4826.00,14.00,3.00,3.00,2.00,15.00,2.00,27.00,12.00,5.00,7.00,62.00,233.00,137.00,439.00,771.00,83.00,932.00,201.00,63.00,6136.00
ENSG00000116489,CAPZA1,829.00,5594.00,5181.00,3977.00,4050.00,3484.00,5480.00,6825.00,4467.00,4804.00,4577.00,2710.00,3497.00,2259.00,2540.00,2539.00,2623.00,2416.00,2156.00,2562.00,2505.00
ENSG00000159423,ALDH4A1,8659.00,295.00,732.00,383.00,196.00,2975.00,527.00,229.00,318.00,219.00,422.00,1085.00,1504.00,1104.00,4033.00,3307.00,834.00,2378.00,1043.00,2622.00,4447.00
ENSG00000127329,PTPRB,5787.00,326.00,274.00,833.00,232.00,473.00,404.00,516.00,98.00,119.00,149.00,904.00,3637.00,1421.00,4882.00,1525.00,1732.00,2812.00,2821.00,432.00,2514.00
ENSG00000132963,POMP,51371.00,2345.00,1651.00,1542.00,2211.00,2251.00,2828.00,6818.00,4100.00,3471.00,2280.00,1458.00,1714.00,920.00,1629.00,1694.00,963.00,1217.00,1175.00,1484.00,1628.00
ENSG00000165102,HGSNAT,138050.00,2111.00,2275.00,7796.00,2906.00,4082.00,3666.00,2067.00,1346.00,3149.00,1088.00,2243.00,3142.00,2641.00,2789.00,2570.00,2597.00,3353.00,2397.00,2340.00,3228.00
ENSG00000070831,CDC42,998.00,7779.00,6895.00,4598.00,3511.00,5232.00,7847.00,5109.00,3872.00,4757.00,9180.00,5546.00,6244.00,4831.00,5653.00,6162.00,5121.00,5836.00,5813.00,5826.00,6276.00
ENSG00000165389,C14orf147,171546.00,1409.00,1910.00,2174.00,1250.00,2119.00,7018.00,1880.00,553.00,1023.00,811.00,1844.00,999.00,1231.00,757.00,1284.00,1557.00,1526.00,1288.00,1412.00,512.00
ENSG00000134247,PTGFRN,5738.00,2429.00,6763.00,1421.00,2071.00,2893.00,4569.00,2347.00,695.00,2249.00,3902.00,3005.00,2911.00,3322.00,887.00,1982.00,2345.00,2252.00,2287.00,2446.00,1162.00
ENSG00000136810,TXN,7295.00,4262.00,3652.00,5265.00,2729.00,2128.00,2521.00,4403.00,1783.00,4911.00,5366.00,2548.00,2326.00,1528.00,1050.00,2115.00,1903.00,1620.00,1720.00,3172.00,1415.00
ENSG00000198380,GFPT1,2673.00,3094.00,2306.00,2312.00,3442.00,6528.00,6490.00,3745.00,2896.00,2840.00,3916.00,1773.00,3157.00,3018.00,3705.00,2513.00,2840.00,5684.00,3035.00,1725.00,3302.00
ENSG00000179918,SEPHS2,22928.00,1008.00,2890.00,2911.00,3138.00,6855.00,2862.00,3769.00,2386.00,1186.00,1438.00,1835.00,1206.00,1363.00,1125.00,1931.00,1688.00,1835.00,1327.00,1795.00,1176.00
ENSG00000213088,DARC,2532.00,35.00,66.00,57.00,79.00,78.00,103.00,176.00,133.00,19.00,229.00,2607.00,2658.00,885.00,1711.00,3816.00,1775.00,2672.00,3659.00,1928.00,2739.00
ENSG00000079332,SAR1A,56681.00,3012.00,2589.00,3296.00,3622.00,5358.00,4254.00,1957.00,3069.00,1993.00,2451.00,2445.00,4495.00,2797.00,5481.00,4259.00,2935.00,4387.00,3498.00,2282.00,7261.00
ENSG00000138430,OLA1,29789.00,1745.00,2638.00,1675.00,1035.00,1344.00,1958.00,6830.00,4015.00,4139.00,2842.00,2230.00,1389.00,2440.00,1619.00,1561.00,1476.00,1598.00,1613.00,2284.00,1465.00
ENSG00000137403,HLA-F,3134.00,2903.00,5820.00,1267.00,255.00,233.00,2953.00,495.00,3033.00,2128.00,310.00,1532.00,777.00,455.00,612.00,1368.00,1374.00,679.00,1209.00,866.00,1241.00
ENSG00000164442,CITED2,10370.00,889.00,1738.00,472.00,630.00,1186.00,680.00,273.00,2098.00,537.00,3177.00,3133.00,3415.00,1369.00,5290.00,3119.00,3069.00,2818.00,3057.00,1417.00,3176.00
ENSG00000182795,C1orf116,79098.00,1175.00,408.00,1118.00,2977.00,5908.00,174.00,1359.00,1480.00,200.00,1773.00,674.00,2.00,1484.00,55.00,605.00,1000.00,132.00,607.00,1439.00,46.00
ENSG00000145632,PLK2,10769.00,713.00,847.00,1896.00,4869.00,477.00,1702.00,2312.00,461.00,1106.00,569.00,2004.00,503.00,3732.00,1117.00,1409.00,3787.00,1037.00,2696.00,4000.00,749.00
ENSG00000137642,SORL1,6653.00,653.00,740.00,627.00,2021.00,4270.00,2820.00,272.00,2555.00,1438.00,219.00,2498.00,977.00,4326.00,622.00,1759.00,4737.00,1561.00,2080.00,1859.00,1159.00
ENSG00000110013,SIAE,54414.00,304.00,214.00,848.00,157.00,6467.00,745.00,231.00,369.00,293.00,233.00,1684.00,1215.00,1290.00,1122.00,1200.00,887.00,1108.00,1075.00,1265.00,1403.00
ENSG00000165732,DDX21,9188.00,5607.00,2286.00,799.00,1077.00,3762.00,5060.00,1904.00,3442.00,2892.00,1858.00,1273.00,1189.00,2252.00,1485.00,879.00,1524.00,2175.00,1563.00,1128.00,1409.00
ENSG00000163374,YY1AP1,55249.00,4281.00,5662.00,2317.00,4644.00,1043.00,2285.00,3844.00,2588.00,1847.00,4934.00,2178.00,1318.00,1936.00,1419.00,1844.00,2165.00,1529.00,1810.00,1776.00,1561.00
ENSG00000128567,PODXL,5420.00,1545.00,1677.00,3851.00,3124.00,1475.00,3553.00,3836.00,4905.00,2193.00,648.00,3424.00,2681.00,4943.00,4625.00,2843.00,4955.00,5221.00,4127.00,4592.00,3034.00
ENSG00000068650,ATP11A,23250.00,1088.00,2242.00,343.00,1616.00,584.00,6576.00,830.00,944.00,701.00,667.00,517.00,1307.00,834.00,835.00,508.00,816.00,805.00,820.00,470.00,804.00
ENSG00000073111,MCM2,4171.00,2548.00,1890.00,610.00,4737.00,393.00,1570.00,2209.00,4323.00,1997.00,2017.00,529.00,284.00,501.00,120.00,390.00,404.00,374.00,389.00,1159.00,152.00
ENSG00000163444,TMEM183A,92703.00,2021.00,1276.00,4677.00,3680.00,1919.00,1474.00,2433.00,5424.00,2676.00,1338.00,1103.00,918.00,976.00,868.00,1001.00,973.00,837.00,771.00,1065.00,850.00
ENSG00000131171,SH3BGRL,6451.00,2395.00,1499.00,3269.00,2400.00,1281.00,2136.00,1526.00,1828.00,1567.00,2706.00,5784.00,3910.00,3592.00,2733.00,4348.00,5745.00,3483.00,4541.00,3748.00,2376.00
ENSG00000012822,CALCOCO1,57658.00,765.00,621.00,723.00,1139.00,683.00,514.00,431.00,1452.00,467.00,771.00,2926.00,3032.00,3105.00,4321.00,3013.00,3190.00,2955.00,3065.00,2270.00,4204.00
ENSG00000165868,HSPA12A,259217.00,74.00,142.00,121.00,185.00,288.00,445.00,163.00,28.00,104.00,254.00,253.00,1176.00,480.00,4469.00,1618.00,489.00,2293.00,1422.00,152.00,4380.00
ENSG00000130816,DNMT1,1786.00,2209.00,2878.00,1308.00,3777.00,1234.00,3708.00,2517.00,1807.00,5948.00,1369.00,1421.00,916.00,1198.00,622.00,988.00,1174.00,817.00,1032.00,1768.00,495.00
ENSG00000135940,COX5B,1329.00,1403.00,2202.00,7175.00,1751.00,1151.00,875.00,1987.00,3181.00,1978.00,2834.00,2045.00,1689.00,1224.00,2720.00,2395.00,1245.00,1489.00,1293.00,1417.00,1992.00
ENSG00000105514,RAB3D,9545.00,323.00,665.00,1460.00,3032.00,5593.00,658.00,2336.00,278.00,2929.00,291.00,1380.00,579.00,1298.00,457.00,1148.00,1065.00,973.00,794.00,3102.00,525.00
ENSG00000134882,UBAC2,337867.00,628.00,1411.00,951.00,3459.00,2018.00,4099.00,1115.00,5662.00,1340.00,3841.00,1457.00,1105.00,1228.00,872.00,1401.00,1162.00,1067.00,1062.00,1984.00,1047.00
ENSG00000137713,PPP2R1B,5519.00,934.00,1035.00,390.00,1362.00,995.00,1411.00,775.00,543.00,760.00,2335.00,746.00,4430.00,1392.00,4102.00,2640.00,918.00,2291.00,1759.00,612.00,4845.00
ENSG00000125743,SNRPD2,6633.00,3220.00,4424.00,4867.00,3748.00,1803.00,2097.00,4418.00,4015.00,2781.00,6392.00,3077.00,1784.00,1940.00,1512.00,2504.00,2010.00,1609.00,2318.00,3921.00,1669.00
ENSG00000155090,KLF10,7071.00,2243.00,1818.00,316.00,815.00,2210.00,2089.00,1118.00,1116.00,582.00,789.00,1680.00,1634.00,4088.00,6263.00,1824.00,2072.00,1902.00,3100.00,2476.00,2598.00
ENSG00000186298,PPP1CC,5501.00,5045.00,2980.00,2927.00,4397.00,3076.00,3825.00,7464.00,6514.00,2538.00,2212.00,2491.00,3439.00,3028.00,3911.00,2879.00,3167.00,3115.00,3151.00,2737.00,3689.00
ENSG00000144043,TEX261,113419.00,2364.00,2816.00,1607.00,3524.00,3801.00,3753.00,7727.00,2233.00,4494.00,4469.00,2134.00,3155.00,2319.00,4001.00,2879.00,2348.00,3181.00,2561.00,2338.00,3975.00
ENSG00000105221,AKT2,208.00,2215.00,3335.00,1555.00,2734.00,2219.00,2665.00,1377.00,1893.00,1620.00,4301.00,2310.00,3839.00,2226.00,6348.00,4223.00,2164.00,3729.00,2466.00,2823.00,5591.00
ENSG00000105176,C19orf2,8725.00,6675.00,2039.00,4973.00,1426.00,3004.00,2280.00,2235.00,2133.00,2880.00,2190.00,1585.00,1351.00,1585.00,1694.00,1373.00,1616.00,1678.00,1514.00,1499.00,1600.00
ENSG00000100906,NFKBIA,4792.00,2780.00,1767.00,2027.00,2192.00,1612.00,2845.00,1353.00,2497.00,3134.00,2717.00,4947.00,4795.00,1456.00,1335.00,4775.00,2670.00,3657.00,4531.00,1824.00,5462.00
ENSG00000131746,TNS4,84951.00,259.00,216.00,4558.00,769.00,102.00,309.00,185.00,86.00,23.00,369.00,3505.00,14.00,2213.00,91.00,924.00,1321.00,1141.00,1918.00,3079.00,50.00
ENSG00000178445,GLDC,2731.00,2.00,22.00,286.00,57.00,14.00,288.00,77.00,50.00,350.00,5989.00,9.00,0.00,3.00,2.00,10.00,7.00,876.00,20.00,7.00,0.00
ENSG00000163840,DTX3L,151636.00,4623.00,2769.00,629.00,1065.00,1905.00,4593.00,1491.00,4768.00,1655.00,442.00,1425.00,1425.00,1389.00,1100.00,1155.00,2842.00,1156.00,1144.00,1103.00,1067.00
ENSG00000168056,LTBP3,4054.00,698.00,2410.00,1614.00,1153.00,750.00,1785.00,250.00,2227.00,1862.00,1370.00,5029.00,2655.00,4029.00,3281.00,4694.00,2702.00,2815.00,2927.00,3895.00,3425.00
ENSG00000102317,RBM3,5935.00,3525.00,5270.00,6770.00,4181.00,6240.00,3745.00,4065.00,6486.00,7412.00,4703.00,4245.00,4364.00,3775.00,6152.00,5960.00,4799.00,8139.00,5934.00,6256.00,6339.00
ENSG00000184840,TMED9,54732.00,2649.00,4944.00,4112.00,6588.00,4945.00,4052.00,1004.00,3881.00,2851.00,2804.00,3804.00,3384.00,2207.00,1622.00,3919.00,2384.00,2503.00,2844.00,4501.00,1941.00
ENSG00000151465,CDC123,8872.00,3323.00,2874.00,2236.00,1759.00,1086.00,4380.00,4763.00,2409.00,3981.00,1617.00,1063.00,911.00,748.00,755.00,968.00,762.00,807.00,846.00,1002.00,860.00
ENSG00000092148,HECTD1,25831.00,2919.00,2512.00,1793.00,3519.00,6488.00,4307.00,2201.00,1624.00,3940.00,3537.00,2764.00,4568.00,4566.00,5921.00,2787.00,4417.00,4431.00,4105.00,2354.00,5024.00
ENSG00000084463,WBP11,51729.00,2583.00,2096.00,974.00,2766.00,1829.00,3410.00,2328.00,7470.00,3343.00,2822.00,1872.00,1491.00,1725.00,1896.00,1823.00,2111.00,2231.00,1747.00,2092.00,2039.00
ENSG00000258947,TUBB3,10381.00,362.00,3956.00,3005.00,2186.00,130.00,290.00,1043.00,1045.00,3368.00,3330.00,274.00,203.00,131.00,89.00,228.00,89.00,162.00,114.00,896.00,109.00
ENSG00000170989,S1PR1,1901.00,373.00,190.00,1123.00,285.00,229.00,392.00,434.00,142.00,126.00,201.00,1219.00,3335.00,934.00,3345.00,2728.00,1189.00,2883.00,3839.00,477.00,3129.00
ENSG00000108344,PSMD3,5709.00,2848.00,3490.00,7208.00,4837.00,2073.00,3085.00,1732.00,2259.00,3896.00,3403.00,2311.00,2027.00,1754.00,2002.00,2324.00,1729.00,2207.00,1950.00,2403.00,2139.00
ENSG00000122705,CLTA,1211.00,3061.00,2699.00,3178.00,2686.00,2190.00,497.00,3964.00,6951.00,1842.00,4487.00,2517.00,2469.00,2086.00,1974.00,2466.00,1724.00,1570.00,2045.00,2555.00,2006.00
ENSG00000138674,SEC31A,22872.00,6974.00,7641.00,5222.00,6208.00,6065.00,7506.00,6661.00,7059.00,6006.00,4244.00,3597.00,5411.00,4310.00,5103.00,4234.00,3906.00,4768.00,4487.00,3667.00,6787.00
ENSG00000140525,FANCI,55215.00,1338.00,1663.00,599.00,2794.00,733.00,1828.00,3867.00,1448.00,4877.00,870.00,376.00,269.00,359.00,101.00,235.00,341.00,308.00,207.00,372.00,141.00
ENSG00000116132,PRRX1,5396.00,2034.00,2468.00,1346.00,194.00,2766.00,2489.00,1884.00,2619.00,713.00,439.00,1680.00,6179.00,1361.00,2101.00,1904.00,1636.00,2217.00,3239.00,537.00,3479.00
ENSG00000119383,PPP2R4,5524.00,4748.00,4250.00,4351.00,2121.00,2965.00,2708.00,1038.00,1766.00,2562.00,3115.00,3587.00,1819.00,3117.00,1430.00,3535.00,2675.00,2606.00,2589.00,6641.00,1548.00
ENSG00000070669,ASNS,440.00,1057.00,1835.00,708.00,1119.00,2232.00,1710.00,6059.00,1011.00,1331.00,1008.00,514.00,194.00,339.00,172.00,312.00,438.00,340.00,327.00,413.00,183.00
ENSG00000101193,C20orf11,54994.00,2334.00,3502.00,2275.00,2304.00,2097.00,1907.00,3945.00,2699.00,2690.00,7113.00,1737.00,1329.00,1902.00,1168.00,1710.00,1945.00,2020.00,1526.00,2237.00,1053.00
ENSG00000162817,C1orf115,79762.00,115.00,722.00,1415.00,381.00,3441.00,465.00,493.00,406.00,420.00,207.00,1849.00,3164.00,2292.00,3059.00,2552.00,3305.00,1599.00,2597.00,1609.00,4493.00
ENSG00000125520,SLC2A4RG,56731.00,846.00,3353.00,6554.00,1612.00,1214.00,1118.00,1149.00,914.00,1957.00,3017.00,1322.00,1218.00,725.00,1914.00,1831.00,946.00,1232.00,942.00,1650.00,1438.00
ENSG00000129451,KLK10,5655.00,2878.00,679.00,847.00,928.00,0.00,14.00,5551.00,42.00,109.00,7.00,424.00,32.00,484.00,30.00,220.00,126.00,136.00,290.00,685.00,33.00
ENSG00000099341,PSMD8,5714.00,2942.00,5085.00,1969.00,3508.00,2935.00,3505.00,3595.00,4220.00,5941.00,6864.00,2923.00,2562.00,1881.00,3368.00,3223.00,1771.00,2646.00,1984.00,3241.00,3280.00
ENSG00000166833,NAV2,89797.00,2054.00,2257.00,736.00,4205.00,166.00,2791.00,432.00,1828.00,607.00,1991.00,1817.00,276.00,5343.00,402.00,1010.00,2209.00,1636.00,1408.00,1811.00,663.00
ENSG00000135272,MDFIC,29969.00,917.00,637.00,787.00,130.00,1087.00,1512.00,1412.00,518.00,504.00,368.00,706.00,2988.00,1283.00,4788.00,1685.00,1569.00,2544.00,2171.00,419.00,4609.00
ENSG00000162368,CMPK1,51727.00,2971.00,3011.00,2109.00,6487.00,4229.00,7689.00,4105.00,2793.00,3957.00,2762.00,3118.00,4366.00,4338.00,5302.00,4303.00,3872.00,4277.00,3780.00,3035.00,4823.00
ENSG00000185189,NRBP2,340371.00,521.00,906.00,6661.00,1528.00,681.00,610.00,708.00,1034.00,533.00,717.00,991.00,729.00,870.00,1490.00,928.00,1118.00,1184.00,843.00,808.00,1342.00
ENSG00000188257,PLA2G2A,5320.00,7.00,26.00,83.00,3.00,162.00,73.00,474.00,37.00,21.00,1.00,3006.00,3971.00,567.00,4059.00,1215.00,87.00,876.00,69.00,38.00,1275.00
ENSG00000186184,POLR1D,51082.00,2068.00,1547.00,1061.00,2111.00,1489.00,2134.00,3784.00,6881.00,3194.00,2078.00,1666.00,1318.00,1612.00,1733.00,1413.00,1346.00,1098.00,1441.00,1817.00,1420.00
ENSG00000015479,MATR3,9782.00,6199.00,5050.00,3643.00,7644.00,5700.00,7102.00,7230.00,8425.00,6462.00,4874.00,7361.00,5631.00,8086.00,6057.00,5624.00,8875.00,7292.00,7519.00,6288.00,5535.00
ENSG00000139180,NDUFA9,4704.00,1716.00,1590.00,1393.00,1514.00,1240.00,2571.00,5500.00,5375.00,2228.00,2135.00,1177.00,1084.00,766.00,1415.00,1287.00,918.00,1122.00,982.00,1565.00,1098.00
ENSG00000163466,ARPC2,10109.00,5513.00,5925.00,3452.00,3461.00,4602.00,5901.00,7874.00,5891.00,7041.00,4400.00,5045.00,5886.00,2996.00,4133.00,4721.00,3407.00,3747.00,3503.00,4089.00,4918.00
ENSG00000152492,CCDC50,152137.00,1554.00,1499.00,1335.00,1974.00,1084.00,2165.00,1334.00,1198.00,1503.00,1074.00,1815.00,3999.00,2141.00,6140.00,2170.00,2698.00,3819.00,3167.00,1316.00,3868.00
ENSG00000105887,LUZP6,767558.00,3753.00,2788.00,3110.00,3287.00,6338.00,7398.00,4360.00,3189.00,6219.00,5305.00,2817.00,4679.00,3992.00,5243.00,3119.00,3544.00,4359.00,3538.00,2839.00,4061.00
ENSG00000180530,NRIP1,8204.00,589.00,906.00,885.00,79.00,3303.00,1443.00,1404.00,712.00,693.00,1982.00,1385.00,2041.00,2848.00,2885.00,1337.00,3622.00,5450.00,3050.00,1139.00,2378.00
ENSG00000136868,SLC31A1,1317.00,1131.00,1676.00,651.00,955.00,6459.00,2907.00,818.00,1375.00,3430.00,2170.00,1390.00,1090.00,1343.00,1034.00,1238.00,1427.00,1260.00,1126.00,1545.00,1025.00
ENSG00000065154,OAT,4942.00,5739.00,3605.00,4739.00,4814.00,3457.00,5196.00,2938.00,6099.00,2124.00,5278.00,3713.00,2259.00,5738.00,2045.00,3080.00,4168.00,3513.00,3820.00,5114.00,2165.00
ENSG00000117410,ATP6V0B,533.00,2281.00,2640.00,1992.00,6120.00,1557.00,1735.00,2797.00,3009.00,2659.00,4507.00,1913.00,1291.00,1029.00,734.00,2124.00,953.00,1291.00,1063.00,2361.00,928.00
ENSG00000131446,MGAT1,4245.00,2394.00,4032.00,1721.00,2613.00,3324.00,3349.00,826.00,4509.00,1826.00,3661.00,3264.00,6094.00,2337.00,4849.00,5388.00,2664.00,3662.00,3010.00,3056.00,4776.00
ENSG00000029993,HMGB3,3149.00,3247.00,2288.00,2426.00,3950.00,2995.00,663.00,3133.00,1516.00,2121.00,3309.00,1191.00,242.00,404.00,174.00,420.00,281.00,336.00,273.00,589.00,211.00
ENSG00000074695,LMAN1,3998.00,3255.00,3814.00,4237.00,2657.00,8500.00,3206.00,3677.00,3702.00,4839.00,4529.00,2622.00,3578.00,3693.00,3339.00,2544.00,3714.00,4278.00,3442.00,2450.00,2702.00
ENSG00000138363,ATIC,471.00,2380.00,2472.00,1498.00,2253.00,3359.00,2246.00,6459.00,3742.00,4179.00,1358.00,2249.00,1334.00,1154.00,1481.00,1776.00,1350.00,1521.00,1206.00,2456.00,1349.00
ENSG00000148218,ALAD,210.00,1025.00,702.00,749.00,639.00,580.00,669.00,243.00,470.00,865.00,562.00,2153.00,1892.00,1931.00,4621.00,2130.00,2366.00,2724.00,2457.00,1972.00,4832.00
ENSG00000111859,NEDD9,4739.00,748.00,1720.00,510.00,502.00,905.00,1739.00,2276.00,257.00,860.00,1263.00,3540.00,2467.00,4311.00,1931.00,2818.00,2034.00,3088.00,5003.00,2103.00,3133.00
ENSG00000161533,ACOX1,51.00,973.00,1127.00,876.00,1906.00,2774.00,2622.00,1660.00,838.00,1278.00,4464.00,1376.00,3326.00,1901.00,5086.00,2953.00,1750.00,3114.00,2061.00,1070.00,4675.00
ENSG00000112562,SMOC2,64094.00,991.00,1265.00,307.00,289.00,3356.00,1012.00,198.00,1112.00,112.00,503.00,4416.00,2274.00,2334.00,4148.00,2280.00,2170.00,2978.00,2613.00,1310.00,871.00
