Ensembl,HGNC,Entrez,TNBC1,TNBC2,TNBC3,TNBC4,TNBC5,TNBC6,TNBC7,TNBC8,TNBC9,TNBC10,Normal1,Normal2,Normal3,Normal4,Normal5,Normal6,Normal7,Normal8,Normal9,Normal10
ENSG00000167244,IGF2,3481.00,721.00,782.00,863.00,661.00,610.00,494.00,674.00,66.00,183.00,583239.00,4283.00,4032.00,8449.00,11820.00,4450.00,3233.00,8124.00,5993.00,3491.00,3702.00
ENSG00000189058,APOD,347.00,214.00,320.00,182.00,783.00,385103.00,890.00,10803.00,166.00,2443.00,158.00,12173.00,13625.00,12667.00,12711.00,87681.00,11696.00,11054.00,15817.00,32942.00,14442.00
ENSG00000115414,FN1,2335.00,74123.00,351603.00,42180.00,17020.00,103344.00,86537.00,38634.00,14152.00,52065.00,12911.00,10179.00,72480.00,18748.00,17637.00,20482.00,5230.00,16933.00,12902.00,3327.00,19109.00
ENSG00000124942,AHNAK,79026.00,16910.00,28164.00,5561.00,1904.00,35614.00,13005.00,3163.00,7273.00,12780.00,20982.00,45596.00,142264.00,81644.00,229782.00,87593.00,83023.00,165419.00,101222.00,30025.00,240497.00
ENSG00000111341,MGP,4256.00,2387.00,31750.00,42924.00,29501.00,1949.00,267888.00,20446.00,32207.00,4004.00,2588.00,206810.00,18101.00,84370.00,11172.00,79636.00,71991.00,50623.00,123079.00,125833.00,15452.00
ENSG00000087086,FTL,2512.00,35567.00,67249.00,28968.00,15437.00,300220.00,35556.00,27195.00,36701.00,22954.00,39937.00,33490.00,176245.00,17875.00,70548.00,81094.00,25022.00,44859.00,32186.00,25729.00,139545.00
ENSG00000167676,PLIN4,729359.00,45.00,254.00,520.00,54.00,235.00,86.00,323.00,31.00,28.00,1014.00,5758.00,79422.00,19472.00,192575.00,108069.00,13854.00,62917.00,36136.00,2215.00,192690.00
ENSG00000111640,GAPDH,2597.00,54616.00,109053.00,83651.00,41827.00,17113.00,68124.00,212582.00,185444.00,163759.00,81468.00,37100.00,22446.00,26837.00,15532.00,31303.00,19385.00,21146.00,25982.00,63165.00,18726.00
ENSG00000087460,GNAS,2778.00,31421.00,34051.00,272582.00,62891.00,37730.00,28921.00,113274.00,36358.00,29407.00,28914.00,24490.00,23001.00,19434.00,24198.00,23896.00,17315.00,21891.00,20167.00,28566.00,24174.00
ENSG00000156508,EEF1A1,1915.00,62315.00,44373.00,55470.00,60740.00,50608.00,50804.00,94967.00,244692.00,153364.00,141643.00,159401.00,113656.00,161988.00,122768.00,143488.00,113662.00,122489.00,139942.00,179570.00,111557.00
ENSG00000184009,ACTB,60.00,104431.00,187518.00,253793.00,103596.00,69233.00,124072.00,185185.00,88290.00,119075.00,134583.00,82066.00,83073.00,70570.00,64955.00,103656.00,50405.00,60631.00,66599.00,104422.00,64842.00
ENSG00000168542,COL3A1,1281.00,69002.00,63636.00,32819.00,6106.00,109892.00,91197.00,27835.00,8188.00,38733.00,15786.00,39902.00,199248.00,126054.00,35453.00,27017.00,18318.00,49413.00,19781.00,34650.00,43704.00
ENSG00000108821,COL1A1,1277.00,103007.00,109430.00,72188.00,10786.00,112912.00,113147.00,25238.00,8781.00,37279.00,21656.00,52818.00,146930.00,100296.00,18165.00,23289.00,10019.00,35800.00,11675.00,39255.00,17914.00
ENSG00000271968,ADAM6,8755.00,44030.00,163833.00,9409.00,1877.00,76296.00,6539.00,8902.00,12080.00,23743.00,2548.00,73280.00,410.00,24738.00,1394.00,73793.00,32814.00,19390.00,90326.00,30271.00,1735.00
ENSG00000099194,SCD,6319.00,3835.00,12340.00,1089.00,917.00,89054.00,2339.00,18276.00,3855.00,17051.00,110180.00,5162.00,12003.00,20363.00,85939.00,54122.00,5057.00,144908.00,36830.00,10598.00,35382.00
ENSG00000026025,VIM,7431.00,21174.00,47966.00,26682.00,6068.00,11062.00,23302.00,21126.00,12728.00,18850.00,7622.00,44031.00,124990.00,27740.00,117300.00,89291.00,32192.00,56132.00,60082.00,29938.00,132538.00
ENSG00000113140,SPARC,6678.00,55759.00,36251.00,82430.00,9884.00,70599.00,45731.00,21956.00,23672.00,38811.00,14914.00,27634.00,86863.00,37149.00,113777.00,66597.00,21106.00,81910.00,41728.00,19767.00,170124.00
ENSG00000133112,TPT1,7178.00,22143.00,27633.00,50243.00,18885.00,67648.00,16099.00,53753.00,196773.00,53005.00,81194.00,78253.00,78018.00,71681.00,83189.00,78012.00,46106.00,51912.00,70441.00,86199.00,73658.00
ENSG00000181092,ADIPOQ,9370.00,47.00,199.00,49.00,1.00,427.00,4.00,1934.00,29.00,18.00,18.00,1317.00,51822.00,5580.00,121963.00,23352.00,12393.00,47442.00,17179.00,804.00,121017.00
ENSG00000148180,GSN,2934.00,6974.00,7432.00,9076.00,3020.00,2646.00,7916.00,3635.00,4413.00,25398.00,6647.00,24889.00,97813.00,23161.00,85594.00,84564.00,25134.00,46378.00,48627.00,26138.00,133755.00
ENSG00000164692,COL1A2,1278.00,78599.00,71842.00,39179.00,7061.00,114768.00,81801.00,21528.00,7316.00,23550.00,15915.00,44192.00,138082.00,69636.00,32634.00,40442.00,16328.00,49325.00,22461.00,23092.00,36163.00
ENSG00000108298,RPL19,6143.00,12703.00,12054.00,172893.00,18859.00,10054.00,7570.00,12995.00,27238.00,20853.00,27096.00,22489.00,13367.00,19381.00,12679.00,21472.00,14374.00,12444.00,16990.00,31917.00,13449.00
ENSG00000137154,RPS6,6194.00,25725.00,14497.00,100572.00,30052.00,11556.00,11375.00,46989.00,144448.00,32670.00,92602.00,47024.00,23082.00,41720.00,22797.00,31896.00,28886.00,23955.00,33840.00,58953.00,20886.00
ENSG00000160862,AZGP1,563.00,9575.00,648.00,123675.00,68158.00,70495.00,403.00,1517.00,3546.00,1997.00,26552.00,74319.00,2723.00,31036.00,4269.00,32548.00,43812.00,8963.00,30731.00,44460.00,2708.00
ENSG00000079308,TNS1,7145.00,1529.00,2792.00,1896.00,1520.00,2180.00,2993.00,1032.00,899.00,745.00,982.00,6226.00,50161.00,11848.00,114297.00,28072.00,14123.00,42728.00,20846.00,3808.00,101674.00
ENSG00000260518,LOC96610,96610.00,45606.00,150533.00,7280.00,1781.00,23814.00,6177.00,9173.00,7891.00,18329.00,1854.00,25698.00,688.00,6542.00,1078.00,21798.00,11678.00,5504.00,30914.00,6814.00,1776.00
ENSG00000172551,MUCL1,118430.00,225.00,0.00,805.00,43.00,137335.00,3.00,47.00,10.00,0.00,1842.00,10415.00,12.00,3233.00,0.00,46261.00,13251.00,4089.00,58462.00,8393.00,5.00
ENSG00000170323,FABP4,2167.00,85.00,329.00,262.00,27.00,385.00,10.00,1682.00,89.00,36.00,21.00,5587.00,67065.00,7863.00,104265.00,45303.00,10462.00,32395.00,22030.00,1713.00,90132.00
ENSG00000167996,FTH1,2495.00,24423.00,81585.00,30598.00,17644.00,150499.00,34153.00,26200.00,39579.00,38373.00,28647.00,43059.00,74454.00,24487.00,42739.00,66729.00,30899.00,41596.00,34169.00,55968.00,77428.00
ENSG00000196616,ADH1B,125.00,21.00,377.00,23.00,0.00,309.00,3.00,1174.00,108.00,6.00,20.00,3812.00,91436.00,6358.00,97362.00,15351.00,14183.00,27232.00,11562.00,715.00,63057.00
ENSG00000228964,HLA-B,3106.00,46703.00,133021.00,37518.00,4656.00,7265.00,82134.00,14232.00,52651.00,20423.00,6984.00,24261.00,21878.00,11495.00,14029.00,28357.00,28822.00,14507.00,25515.00,24575.00,23535.00
ENSG00000184009,ACTG1,71.00,76535.00,151833.00,50186.00,89837.00,26698.00,61807.00,62711.00,94944.00,77299.00,73304.00,56108.00,41863.00,57461.00,25212.00,60421.00,36076.00,39469.00,41997.00,90246.00,32175.00
ENSG00000070756,PABPC1,26986.00,41697.00,46390.00,37031.00,76556.00,59150.00,41722.00,108067.00,52278.00,41366.00,126914.00,24068.00,19815.00,33149.00,20423.00,20295.00,19879.00,25428.00,19543.00,29795.00,20866.00
ENSG00000135218,CD36,948.00,379.00,281.00,515.00,35.00,905.00,186.00,2155.00,179.00,83.00,977.00,5120.00,52415.00,13706.00,111025.00,40623.00,15572.00,56035.00,26746.00,1572.00,57140.00
ENSG00000008988,RPS20,6224.00,15258.00,15077.00,144720.00,12095.00,14688.00,9535.00,43544.00,46883.00,19972.00,30204.00,19777.00,20107.00,12869.00,24577.00,22106.00,14078.00,16032.00,18152.00,26253.00,25139.00
ENSG00000166819,PLIN1,5346.00,17.00,145.00,38.00,2.00,196.00,5.00,436.00,27.00,5.00,436.00,1742.00,40558.00,6585.00,89018.00,27840.00,9610.00,33435.00,18445.00,1291.00,92427.00
ENSG00000175445,LPL,4023.00,368.00,245.00,2316.00,234.00,403.00,306.00,6668.00,502.00,624.00,80.00,1524.00,31115.00,6164.00,112101.00,16650.00,13233.00,44506.00,16296.00,2404.00,62943.00
ENSG00000161016,RPL8,6132.00,15078.00,13489.00,125767.00,43046.00,15380.00,8736.00,9337.00,62085.00,43132.00,65360.00,30899.00,15120.00,25155.00,11437.00,25792.00,17845.00,20136.00,21652.00,54519.00,13865.00
ENSG00000175899,A2M,2.00,7966.00,10724.00,15259.00,5123.00,7003.00,22982.00,135309.00,27822.00,13394.00,7282.00,40198.00,41867.00,26393.00,30948.00,32634.00,25456.00,28438.00,36040.00,32097.00,44700.00
ENSG00000011465,DCN,1634.00,9228.00,4950.00,2035.00,791.00,22885.00,9890.00,3863.00,1444.00,3610.00,1264.00,36717.00,88788.00,29208.00,36717.00,56486.00,39060.00,58658.00,59400.00,13411.00,64766.00
ENSG00000265972,TXNIP,10628.00,4948.00,8142.00,3518.00,7771.00,14691.00,6301.00,2740.00,4706.00,2435.00,13599.00,35527.00,71210.00,17632.00,46828.00,51920.00,38073.00,58569.00,50673.00,8995.00,83101.00
ENSG00000166147,FBN1,2200.00,6580.00,3856.00,1824.00,556.00,12389.00,6855.00,1973.00,1483.00,1261.00,826.00,4943.00,112612.00,7733.00,20171.00,8689.00,2896.00,18295.00,8167.00,1351.00,24747.00
ENSG00000167658,EEF2,1938.00,23916.00,27026.00,39136.00,25205.00,9952.00,15894.00,21292.00,56267.00,57750.00,48956.00,68923.00,47483.00,85163.00,63443.00,67457.00,42230.00,53222.00,50433.00,109332.00,51265.00
ENSG00000223367,RPS18,6222.00,17646.00,21050.00,75887.00,18198.00,10407.00,13234.00,55232.00,97909.00,44665.00,74481.00,36190.00,17142.00,41027.00,19530.00,33627.00,26582.00,22950.00,21495.00,54541.00,18125.00
ENSG00000169710,FASN,2194.00,4352.00,13229.00,2765.00,6436.00,90509.00,7309.00,3206.00,4098.00,10654.00,23895.00,20334.00,19558.00,11969.00,82509.00,16012.00,5504.00,24436.00,4661.00,21265.00,15299.00
ENSG00000273686,B2M,567.00,64936.00,93409.00,25600.00,7634.00,25067.00,89302.00,28116.00,62542.00,21734.00,9901.00,37845.00,53076.00,18956.00,36344.00,44311.00,62718.00,36751.00,48567.00,21679.00,51192.00
ENSG00000120885,CLU,1191.00,2836.00,22302.00,7393.00,1267.00,91496.00,55312.00,879.00,17051.00,994.00,1563.00,31676.00,25682.00,15175.00,21142.00,62161.00,25282.00,22975.00,26436.00,46430.00,39372.00
ENSG00000123384,LRP1,4035.00,4960.00,5600.00,2341.00,1696.00,6788.00,7310.00,1449.00,1545.00,2540.00,1045.00,12897.00,62547.00,16125.00,67018.00,36439.00,11584.00,31479.00,17095.00,7962.00,76045.00
ENSG00000080824,HSP90AA1,3320.00,59290.00,39257.00,25690.00,26326.00,72314.00,56921.00,95039.00,23057.00,80228.00,36722.00,22688.00,16467.00,25328.00,23168.00,18589.00,22768.00,24198.00,19516.00,24245.00,24568.00
ENSG00000100316,RPL3,6122.00,20748.00,16474.00,23862.00,28726.00,10760.00,12832.00,13939.00,59488.00,48140.00,46591.00,63402.00,23784.00,59973.00,22211.00,49013.00,38998.00,33467.00,45231.00,102638.00,21152.00
ENSG00000149273,RPS3,6188.00,12670.00,16018.00,18394.00,15665.00,8714.00,13647.00,21219.00,75897.00,41785.00,94209.00,29983.00,13264.00,25654.00,10825.00,25219.00,19600.00,16032.00,21000.00,51180.00,11080.00
ENSG00000163430,FSTL1,11167.00,6550.00,11245.00,4731.00,1235.00,9775.00,8466.00,5010.00,2726.00,3937.00,2211.00,15080.00,100157.00,18539.00,27536.00,21437.00,9210.00,29576.00,16914.00,6604.00,38524.00
ENSG00000100234,TIMP3,7078.00,9043.00,13140.00,4190.00,4234.00,20684.00,7710.00,2494.00,1144.00,2817.00,1597.00,15164.00,43950.00,15595.00,74348.00,28711.00,17000.00,45519.00,29397.00,7238.00,62676.00
ENSG00000167588,GPD1,2819.00,8.00,107.00,28.00,6.00,93.00,1.00,214.00,30.00,6.00,528.00,1331.00,28300.00,4027.00,63548.00,20994.00,5988.00,20863.00,11286.00,1038.00,71059.00
ENSG00000211445,GPX3,2878.00,348.00,1210.00,1484.00,3066.00,655.00,999.00,2847.00,429.00,1147.00,504.00,6180.00,76390.00,6116.00,42197.00,32016.00,5199.00,17105.00,9430.00,1931.00,48273.00
ENSG00000115306,SPTBN1,6711.00,6322.00,5402.00,3924.00,4366.00,2002.00,7729.00,9143.00,3256.00,9862.00,4847.00,9237.00,38921.00,16392.00,55081.00,23394.00,14150.00,30929.00,22671.00,6590.00,83436.00
ENSG00000022267,FHL1,2273.00,221.00,235.00,754.00,264.00,754.00,194.00,680.00,272.00,189.00,156.00,3649.00,43939.00,7377.00,43607.00,28230.00,5793.00,20178.00,15494.00,646.00,75675.00
ENSG00000198034,RPS4X,6191.00,19110.00,18561.00,55467.00,17889.00,19164.00,10700.00,63182.00,56775.00,47077.00,72132.00,60140.00,27163.00,48334.00,25078.00,44163.00,36340.00,31866.00,44494.00,75080.00,23730.00
ENSG00000019582,CD74,972.00,50866.00,55775.00,15089.00,6696.00,19839.00,51553.00,13754.00,86319.00,16506.00,16235.00,44159.00,26074.00,11045.00,22312.00,41233.00,35867.00,21603.00,24416.00,36625.00,39967.00
ENSG00000206435,HLA-C,3107.00,34344.00,88632.00,13116.00,3183.00,4790.00,42328.00,4192.00,23812.00,19304.00,4343.00,14254.00,11057.00,8980.00,7983.00,18190.00,18451.00,8943.00,11219.00,20674.00,9940.00
ENSG00000186832,KRT16,3868.00,9850.00,8287.00,564.00,112.00,5.00,571.00,1411.00,466.00,5581.00,86239.00,370.00,198.00,337.00,156.00,1721.00,200.00,443.00,427.00,1438.00,193.00
ENSG00000151726,ACSL1,2180.00,4321.00,1834.00,2193.00,3814.00,19994.00,1731.00,1971.00,355.00,1270.00,4396.00,2680.00,28717.00,5186.00,76139.00,13601.00,6252.00,25998.00,8703.00,2028.00,41042.00
ENSG00000163191,S100A11,6282.00,18533.00,70994.00,41780.00,13118.00,14260.00,13012.00,40330.00,8531.00,7172.00,44259.00,6923.00,7138.00,2927.00,3596.00,7890.00,4054.00,4653.00,3884.00,7391.00,6311.00
ENSG00000138326,RPS24,6229.00,11168.00,10264.00,50917.00,17448.00,10789.00,9526.00,23574.00,81251.00,15222.00,53519.00,27087.00,14459.00,22160.00,12840.00,20918.00,17108.00,14213.00,21080.00,31227.00,17488.00
ENSG00000229684,TUBB,203068.00,33733.00,40828.00,34119.00,50435.00,10336.00,30372.00,67465.00,29454.00,65968.00,37180.00,12154.00,18278.00,11118.00,14704.00,13933.00,10016.00,13899.00,10729.00,23219.00,13804.00
ENSG00000133048,CHI3L1,1116.00,702.00,966.00,80958.00,1255.00,115.00,2632.00,6521.00,1931.00,1498.00,1029.00,3798.00,348.00,1281.00,57.00,2642.00,1289.00,1244.00,594.00,7150.00,929.00
ENSG00000167526,RPL13,6137.00,11319.00,9483.00,68033.00,10375.00,5907.00,5336.00,16446.00,58944.00,21497.00,40209.00,29721.00,11894.00,24085.00,11324.00,24658.00,14711.00,10937.00,17304.00,41228.00,10035.00
ENSG00000272398,CD24,100133941.00,79330.00,33354.00,24408.00,26525.00,27179.00,21490.00,13638.00,19513.00,12755.00,35352.00,14440.00,831.00,14634.00,740.00,6847.00,15336.00,12017.00,7318.00,23034.00,567.00
ENSG00000224320,HLA-A,3105.00,30321.00,74348.00,21442.00,5610.00,2365.00,45221.00,12069.00,35052.00,14532.00,4624.00,13005.00,13531.00,7938.00,8120.00,21204.00,16530.00,9460.00,13909.00,14029.00,13211.00
ENSG00000131771,PPP1R1B,84152.00,0.00,2785.00,76859.00,12058.00,4973.00,1423.00,1979.00,15.00,682.00,8.00,1878.00,2482.00,3951.00,2590.00,2340.00,1364.00,2208.00,1932.00,5754.00,4344.00
ENSG00000158710,TAGLN2,8407.00,61837.00,65922.00,19875.00,19429.00,9891.00,11240.00,15826.00,21484.00,15535.00,22714.00,10703.00,12092.00,6149.00,6084.00,12615.00,5797.00,9242.00,9181.00,15500.00,7995.00
ENSG00000171345,KRT19,3880.00,20006.00,33774.00,70952.00,5090.00,7690.00,7760.00,1442.00,19278.00,16055.00,17321.00,21209.00,518.00,7905.00,641.00,10868.00,8340.00,10901.00,5720.00,32972.00,718.00
ENSG00000173432,SAA1,6288.00,238.00,167.00,133.00,18.00,112.00,79.00,571.00,2213.00,1117.00,20.00,9929.00,7203.00,6408.00,64469.00,32243.00,3261.00,24205.00,26305.00,2224.00,12385.00
ENSG00000131471,AOC3,8639.00,327.00,389.00,655.00,351.00,393.00,217.00,617.00,84.00,219.00,377.00,2695.00,24005.00,4834.00,52640.00,19112.00,5587.00,20359.00,11449.00,1338.00,50073.00
ENSG00000159763,PIP,5304.00,0.00,0.00,15.00,3.00,43477.00,166.00,0.00,65.00,1.00,12.00,25065.00,1.00,8029.00,1.00,57445.00,6607.00,1197.00,13828.00,5045.00,12.00
ENSG00000012223,LTF,4057.00,167.00,1520.00,147.00,236.00,363.00,7477.00,1019.00,19029.00,332.00,8366.00,25239.00,323.00,9457.00,1125.00,16695.00,26315.00,29578.00,9326.00,63832.00,874.00
ENSG00000062282,DGAT2,84649.00,1393.00,692.00,1650.00,2344.00,578.00,1203.00,1760.00,863.00,968.00,59256.00,1371.00,11294.00,3156.00,36687.00,18330.00,5424.00,18650.00,8392.00,1152.00,32721.00
ENSG00000067225,PKM2,5315.00,22102.00,40975.00,10943.00,14143.00,7510.00,19244.00,38141.00,22595.00,72491.00,17001.00,19088.00,12409.00,9667.00,5008.00,16919.00,12586.00,10969.00,14263.00,25097.00,6875.00
ENSG00000095637,SORBS1,10580.00,458.00,1727.00,385.00,344.00,1153.00,1374.00,558.00,1251.00,230.00,116.00,2460.00,21088.00,6059.00,41821.00,13217.00,6736.00,25723.00,12381.00,811.00,56140.00
ENSG00000094755,GABRP,2568.00,14711.00,15684.00,5821.00,15851.00,2.00,4849.00,24636.00,68884.00,10743.00,2350.00,4840.00,13.00,14801.00,405.00,2170.00,5822.00,3534.00,3577.00,8737.00,206.00
ENSG00000096384,HSP90AB1,3326.00,59784.00,43507.00,17744.00,35354.00,30171.00,60344.00,35832.00,36432.00,69191.00,48811.00,26106.00,18852.00,25568.00,22741.00,22937.00,20237.00,25041.00,22420.00,34133.00,19981.00
ENSG00000105974,CAV1,857.00,536.00,1867.00,2639.00,362.00,1019.00,964.00,4366.00,236.00,532.00,656.00,6099.00,25386.00,6364.00,47293.00,24526.00,9323.00,25384.00,19554.00,3263.00,47613.00
ENSG00000156482,RPL30,6156.00,14453.00,17392.00,67918.00,19899.00,15550.00,12028.00,42874.00,46664.00,20296.00,35290.00,15644.00,9957.00,12808.00,11165.00,15014.00,12447.00,11629.00,13871.00,24304.00,11120.00
ENSG00000197746,PSAP,5660.00,31621.00,36255.00,29072.00,23854.00,65806.00,63924.00,4941.00,25364.00,21118.00,26475.00,34980.00,58814.00,24439.00,35712.00,48332.00,30826.00,31732.00,30846.00,34371.00,47598.00
ENSG00000119927,GPAM,57678.00,293.00,181.00,312.00,476.00,610.00,453.00,714.00,507.00,693.00,712.00,1293.00,22096.00,5373.00,52918.00,8317.00,7880.00,19904.00,7691.00,1147.00,42443.00
ENSG00000135821,GLUL,2752.00,9785.00,11023.00,5431.00,12789.00,30408.00,9374.00,5228.00,11866.00,6291.00,19914.00,23350.00,62135.00,11211.00,46219.00,20334.00,15449.00,35807.00,14303.00,13996.00,32457.00
ENSG00000125691,RPL23,9349.00,4081.00,5661.00,74253.00,8033.00,5024.00,5813.00,10535.00,18578.00,9553.00,22140.00,15877.00,11609.00,13708.00,15364.00,17577.00,10495.00,9963.00,17163.00,21423.00,11833.00
ENSG00000186081,KRT5,3852.00,12621.00,49565.00,50.00,613.00,102.00,5030.00,1123.00,37497.00,6955.00,2277.00,42273.00,1972.00,16246.00,3034.00,17430.00,14913.00,18827.00,20184.00,20248.00,2220.00
ENSG00000177469,PTRF,284119.00,5429.00,8806.00,4020.00,5295.00,2596.00,3166.00,2239.00,1047.00,4006.00,1970.00,14107.00,30428.00,13527.00,40668.00,35411.00,12194.00,22499.00,23292.00,11413.00,51527.00
ENSG00000273259,SERPINA3,12.00,2452.00,8426.00,1913.00,1963.00,364.00,13856.00,28899.00,2801.00,35648.00,300.00,51733.00,722.00,17303.00,375.00,8618.00,6419.00,16592.00,7045.00,31812.00,347.00
ENSG00000123416,TUBA1B,10376.00,22415.00,26743.00,19162.00,73337.00,13516.00,14357.00,19433.00,32414.00,29564.00,16929.00,11717.00,18143.00,8289.00,9605.00,14392.00,8339.00,12173.00,10138.00,23010.00,9839.00
ENSG00000244731,C4A,720.00,1605.00,3948.00,950.00,701.00,4328.00,18266.00,870.00,2283.00,493.00,915.00,40677.00,2148.00,7527.00,1411.00,24735.00,15809.00,14099.00,17650.00,52264.00,961.00
ENSG00000074800,ENO1,2023.00,56540.00,50547.00,10352.00,10979.00,7761.00,32502.00,21525.00,31140.00,42983.00,31197.00,16480.00,14665.00,12834.00,14525.00,18113.00,11800.00,14300.00,14586.00,36485.00,15155.00
ENSG00000100219,XBP1,7494.00,3145.00,8505.00,2809.00,5585.00,29460.00,5007.00,4918.00,2729.00,3465.00,3850.00,45241.00,2324.00,22290.00,2612.00,25977.00,26944.00,30999.00,23706.00,39083.00,2474.00
ENSG00000125730,C3,718.00,10608.00,5478.00,818.00,573.00,6614.00,10816.00,2249.00,14484.00,9257.00,2254.00,35217.00,50805.00,10723.00,24229.00,41499.00,18179.00,25862.00,22835.00,6136.00,26555.00
ENSG00000196924,FLNA,2316.00,34277.00,60034.00,9952.00,5145.00,6643.00,13983.00,4779.00,15199.00,24410.00,7216.00,27555.00,24993.00,23425.00,48879.00,30556.00,19777.00,28368.00,26573.00,24377.00,28824.00
ENSG00000163631,ALB,213.00,2.00,0.00,5.00,8.00,0.00,1.00,5.00,3.00,7.00,1.00,3069.00,0.00,81.00,138.00,531.00,63352.00,153.00,717.00,636.00,2.00
ENSG00000110484,SCGB2A2,4250.00,0.00,13.00,3235.00,12.00,1.00,1232.00,3.00,14.00,3.00,185.00,6198.00,9.00,11583.00,203.00,18794.00,3563.00,4310.00,61827.00,11949.00,99.00
ENSG00000164924,YWHAZ,7534.00,33964.00,39904.00,44769.00,55915.00,40317.00,33371.00,43454.00,16196.00,26417.00,31586.00,11789.00,12159.00,12754.00,17984.00,11667.00,11684.00,22767.00,13444.00,11551.00,13534.00
ENSG00000089157,RPLP0,6175.00,30069.00,22685.00,23836.00,27327.00,15576.00,11289.00,38262.00,69553.00,27199.00,40975.00,29282.00,17689.00,30626.00,13372.00,22634.00,19518.00,17471.00,20524.00,49801.00,13679.00
ENSG00000163399,ATP1A1,476.00,12244.00,22857.00,5890.00,68383.00,24582.00,35450.00,21057.00,12667.00,14732.00,14174.00,18872.00,6752.00,16374.00,5190.00,12654.00,14725.00,11197.00,12956.00,20386.00,5126.00
ENSG00000254772,EEF1G,1937.00,7325.00,14459.00,23100.00,14182.00,12144.00,10153.00,9616.00,61481.00,35072.00,46468.00,29764.00,14098.00,28892.00,13876.00,26340.00,18562.00,20934.00,23543.00,39163.00,14745.00
ENSG00000142192,APP,351.00,17089.00,24167.00,33787.00,5675.00,14633.00,56920.00,22571.00,12477.00,45691.00,16165.00,30896.00,16245.00,38750.00,13987.00,21473.00,33169.00,24838.00,29585.00,50246.00,11235.00
ENSG00000142937,RPS8,6202.00,14371.00,13249.00,31446.00,27898.00,6678.00,8821.00,23334.00,57091.00,31336.00,54956.00,31752.00,15314.00,27319.00,13129.00,22735.00,18493.00,15293.00,21410.00,38218.00,12918.00
ENSG00000171346,KRT15,3866.00,4703.00,9699.00,37533.00,18035.00,35.00,4170.00,208.00,2871.00,3456.00,76.00,19886.00,483.00,52165.00,1059.00,12946.00,8742.00,11051.00,13099.00,20962.00,710.00
ENSG00000049540,ELN,2006.00,525.00,61466.00,1267.00,614.00,1388.00,16277.00,234.00,1361.00,2123.00,3697.00,1843.00,6215.00,1088.00,3755.00,2652.00,805.00,3450.00,1696.00,508.00,3186.00
ENSG00000143196,DPT,1805.00,653.00,662.00,113.00,87.00,1174.00,237.00,54.00,134.00,623.00,198.00,1536.00,12121.00,1331.00,16438.00,12949.00,4145.00,12209.00,7822.00,637.00,59695.00
ENSG00000170345,FOS,2353.00,3121.00,901.00,1093.00,193.00,529.00,3094.00,2760.00,503.00,395.00,2349.00,9372.00,16201.00,23212.00,40764.00,17392.00,20597.00,20963.00,8641.00,9581.00,45853.00
ENSG00000179593,ALOX15B,247.00,7.00,39.00,17.00,15.00,58795.00,25.00,17.00,10.00,43.00,32.00,383.00,10.00,326.00,0.00,15694.00,180.00,775.00,109.00,4074.00,16.00
ENSG00000034510,TMSB10,9168.00,25645.00,31574.00,56403.00,29590.00,10417.00,15721.00,25216.00,37199.00,20112.00,45899.00,16934.00,15650.00,7673.00,8835.00,18856.00,8347.00,8310.00,10603.00,22449.00,12794.00
ENSG00000120738,EGR1,1958.00,1966.00,1143.00,2055.00,3948.00,508.00,3828.00,10605.00,1441.00,1972.00,2687.00,6507.00,11035.00,47252.00,32739.00,18799.00,14834.00,14313.00,9306.00,20325.00,35035.00
ENSG00000187514,PTMA,5757.00,29837.00,22371.00,55150.00,41570.00,6275.00,7034.00,24113.00,39165.00,29510.00,20703.00,16469.00,9808.00,12824.00,10895.00,13747.00,14978.00,11901.00,13126.00,15539.00,9742.00
ENSG00000174444,RPL4,6124.00,26279.00,15862.00,36049.00,24528.00,11006.00,12047.00,52083.00,41969.00,60247.00,40904.00,37026.00,24845.00,36450.00,26870.00,30184.00,23242.00,23761.00,28832.00,46705.00,25755.00
ENSG00000112306,RPS12,6206.00,21685.00,11060.00,15057.00,8416.00,8921.00,15538.00,19246.00,62960.00,29803.00,36909.00,21489.00,13005.00,17001.00,11170.00,17670.00,13841.00,11076.00,16185.00,28175.00,9466.00
ENSG00000215328,HSPA1A,3303.00,57680.00,26026.00,8365.00,15008.00,5632.00,7488.00,805.00,8822.00,30129.00,23948.00,12508.00,7551.00,7999.00,14883.00,12088.00,12075.00,8046.00,8658.00,14381.00,7524.00
ENSG00000137818,RPLP1,6176.00,16192.00,19545.00,42359.00,23822.00,10366.00,10321.00,39275.00,47436.00,33581.00,43042.00,33414.00,12771.00,20245.00,11775.00,27456.00,15240.00,12241.00,20209.00,38830.00,14709.00
ENSG00000164733,CTSB,1508.00,34307.00,34488.00,11019.00,7291.00,26764.00,22243.00,5633.00,19716.00,14245.00,18461.00,16977.00,59143.00,10421.00,18535.00,23474.00,10537.00,13242.00,9574.00,12550.00,20564.00
ENSG00000145592,RPL37,6167.00,4158.00,4672.00,56656.00,9681.00,6446.00,4143.00,26162.00,25530.00,8579.00,24846.00,17193.00,8450.00,12722.00,7580.00,13046.00,9761.00,7080.00,11327.00,23954.00,8231.00
ENSG00000107796,ACTA2,59.00,3560.00,17422.00,25499.00,2759.00,4965.00,2683.00,2923.00,1354.00,1395.00,2213.00,44140.00,4907.00,25489.00,17553.00,16771.00,21586.00,13764.00,23672.00,30527.00,3202.00
