"","Entrez","GeneSymbol","EntrezGeneID","EnsemblGeneID","moduleColor","GS.er_status","p.GS.er_status","MM.turquoise","p.MM.turquoise","MM.blue","p.MM.blue","MM.purple","p.MM.purple","MM.yellow","p.MM.yellow","MM.magenta","p.MM.magenta","MM.brown","p.MM.brown","MM.greenyellow","p.MM.greenyellow","MM.tan","p.MM.tan","MM.black","p.MM.black","MM.red","p.MM.red","MM.green","p.MM.green","MM.pink","p.MM.pink","MM.grey","p.MM.grey"
"5355","5355","PLP2",5355,"ENSG00000102007","blue",-0.354808019517423,0.162280146133497,-0.401704149312345,0.109978759726139,0.816450328193463,6.38295453333562e-05,-0.367865576622074,0.146296038656422,0.384832969884116,0.127184845988362,0.38217159806245,0.13006081286585,0.0249429181650877,0.924296697301398,0.136494854255542,0.601411755518611,0.00789182829024316,0.976018750477144,0.084095942095342,0.748290328802807,-0.151852949895972,0.560697089078813,-0.199049432731992,0.443734481311204,-0.0375814890200489,0.886132749896881,-0.16360175761872,0.530385684017037
"5655","5655","KLK10",5655,"ENSG00000129451","blue",-0.354180619036181,0.163076671955864,-0.382180003785168,0.130051658860912,0.792070443263901,0.00015075892658226,-0.312593537207224,0.221863162881429,0.188830012148955,0.467941370976913,0.0844006074290544,0.74740629685887,0.178844294285661,0.492211062212278,0.142361027867779,0.585719588172134,0.414186538571147,0.0983572522028154,-0.000929484278631505,0.997175158930826,-0.0375935140597742,0.886096538255352,-0.254861817321988,0.323538874574492,-0.154772132093937,0.553096129966428,-0.332460785496053,0.192293499724009
"1192","1192","CLIC1",1192,"ENSG00000230685","blue",-0.353796998451279,0.163565001461017,-0.331569023573771,0.193562012519123,0.574186645235827,0.0159326005227144,0.00269271184540113,0.991816561155337,-0.0795606195389515,0.761484770781099,0.739671219381046,0.000689130907700852,0.0650522232862756,0.804096363279903,0.216077736881675,0.40486828729379,0.61950456991754,0.00799673922209714,0.207639028008283,0.423895938133471,0.171543617433917,0.510328904492256,-0.408178253176781,0.103836003342636,0.0604502252646626,0.817728271353979,0.18850967907023,0.46871056724099
"4697","4697","NDUFA4",4697,"ENSG00000189043","blue",-0.353300480876525,0.164198506977326,-0.300709529981573,0.240871521141866,0.832230172771588,3.41485689790623e-05,-0.297095368784159,0.246849687216144,0.216508205675823,0.40391011846521,0.212129092334943,0.413714065514594,0.221809788692918,0.392209616622524,0.223884850875636,0.38768070079775,-0.0553856265090598,0.83278763610509,0.068790871167436,0.793060827821183,-0.0320437166200759,0.90283048418413,-0.342430500115895,0.178483897309585,-0.188656099519601,0.468358899002263,-0.211450147116079,0.41524528842782
"7555","7555","CNBP",7555,"ENSG00000169714","blue",-0.352654271106489,0.16502548006015,-0.263842294696245,0.306181607258171,0.520670752598599,0.0321215044466389,-0.272243134782116,0.290456255072972,0.182168231140098,0.484065999546821,-0.0396899619803541,0.879786709647194,-0.258636841843578,0.316173962367953,0.0291326198981977,0.911624049360703,0.280823107442946,0.274908530763699,0.244467569366628,0.344328961542647,0.0196601056058972,0.940299907354252,-0.0281661364447093,0.914545704996846,-0.0469070045800297,0.858119510251042,-0.392785159812614,0.118856040132314
"3936","3936","LCP1",3936,"ENSG00000136167","blue",-0.352448258756637,0.165289708971729,-0.198502769501731,0.445012892075995,0.643792482274724,0.00529045023992573,0.0983167532099057,0.707359296087409,-0.13313233561887,0.610482391397906,0.467116477038961,0.0586957908346612,-0.195718080772903,0.451554184922945,0.209327978016102,0.420050695410978,0.12047562872634,0.645098868571881,0.473832643700164,0.0546811982970809,0.237330951573676,0.359034290142242,-0.400275202557355,0.111368454870471,-0.131964036258425,0.61364663546032,-0.0946775079323679,0.717766930355961
"7317","7317","UBA1",7317,"ENSG00000130985","blue",-0.348343948472281,0.170613353993924,-0.434113363926272,0.0816665311527986,0.581057090232679,0.0144401807675392,-0.276455258955812,0.282758602239564,0.152306391342557,0.559513453237389,0.473826830253954,0.0546845821769577,0.325170120792344,0.202825663566048,0.252962324238422,0.32728223297293,0.0753262690865596,0.773860028607726,0.0230239590494944,0.930106928598218,0.339622124402627,0.182305045292044,-0.237027261439711,0.35966778337138,0.138074235756054,0.597170172129587,0.0745803024619998,0.776045616234194
"4629","4629","MYH11",4629,"ENSG00000133392","blue",0.347979230057816,0.171091921082826,0.440668807500817,0.0766551779762887,-0.616345727743796,0.008417948008526,0.105024968692388,0.688303895066685,-0.389184609344253,0.122578271522866,-0.405317074834303,0.106519877966485,-0.359864335571346,0.155956690061593,-0.322563217262362,0.206681122827521,-0.356169634033018,0.160560540720267,-0.306444489120098,0.231574415750529,-0.290827085205374,0.257436753279239,0.708316691496513,0.00146159616922052,0.241350224575875,0.350709469064577,-0.192790724836462,0.458482749548399
"10574","10574","CCT7",10574,"ENSG00000135624","blue",-0.338886544203258,0.183314799957119,-0.388223792888954,0.123585182332964,0.709921851042672,0.00140966227144324,-0.29485442965366,0.250602731455892,0.126335099263593,0.628981883090162,0.697689535259578,0.00184660377980674,-0.145229129485714,0.578109942548831,0.344737544417754,0.175385085370646,0.0292817941871837,0.911173193614768,0.543935528188983,0.0240015132481065,0.0773286883467014,0.768001172310702,-0.254058593284634,0.325118738245527,0.14014019279408,0.591640337704075,0.113280614588488,0.665094989264334
"3840","3840","KPNA4",3840,"ENSG00000186432","blue",-0.334857135457821,0.188911898669888,-0.13038088729226,0.617944766880294,0.723794071693544,0.00102089544934447,-0.125198302067853,0.632096666495432,0.0583333097134881,0.824015803228084,0.313965256923238,0.21973301323397,-0.128589340476054,0.622822847336932,-0.214733036477745,0.407869247414622,0.220102857572577,0.395956507501155,-0.00826454931264828,0.974886474175024,0.493115815564306,0.0442911391074741,-0.548906089898389,0.0224946841095812,-0.555639362556043,0.0205719555884814,-0.115035363501829,0.660197911812541
"518","518","ATP5G3",518,"ENSG00000154518","blue",-0.334720704021029,0.18910336202983,-0.194705099609379,0.453945717608441,0.764191171419764,0.000354808930756021,-0.223335877132148,0.388876072636329,0.212695227495727,0.412439555563238,0.676969199414763,0.00283676477851085,0.198194775279429,0.445733986059867,0.396219049115465,0.11538068469786,0.188584148332478,0.468531692846564,0.392868080710397,0.118771262680613,-0.0514306012028779,0.844586353915066,-0.685226066923304,0.0024002969166982,-0.136043220657874,0.602626896819229,0.245759319267017,0.341704621649851
"5245","5245","PHB",5245,"ENSG00000167085","blue",-0.329481736344981,0.196552608358429,-0.531382677103906,0.0281560406178039,0.661628119670775,0.00381898280132222,-0.456494773641692,0.0654862773055888,0.544338885871994,0.023876394168907,0.627350211603267,0.00702319975108011,0.259018532261702,0.315434834438294,0.405182667794048,0.10664715423945,0.103277047392787,0.693252529306935,0.216730953336146,0.40341478830701,-0.221010686399619,0.393961324498978,-0.253315346746531,0.326584628743473,0.290010610662666,0.258836206648053,0.162514385239712,0.533159384694403
"4681","4681","NBL1",4681,"ENSG00000158747","blue",0.328952856117609,0.197315154443942,0.40335739507242,0.108386284514196,-0.638969904985993,0.00575826128610481,0.420693516476819,0.0926602980739608,-0.503559849382565,0.0393269526224315,-0.341900777997171,0.179200532753228,-0.429939589963977,0.0849786338137027,-0.489808970785698,0.0459574462884429,0.113278350943373,0.665101314873886,-0.400983843610407,0.110677737624707,-0.0335314769966395,0.89834045756099,0.485105675090682,0.0484082368404177,0.221215166147976,0.393512682225242,-0.206177403662673,0.427238452631631
"6747","6747","SSR3",6747,"ENSG00000114850","blue",-0.328604443931672,0.197818557389683,-0.303103163068838,0.23696295166963,0.701176300622583,0.00171207219440247,-0.15639954240296,0.548878440924625,0.0787620413361189,0.763814602737534,0.197689580434299,0.446918067666833,-0.169769568302691,0.514778118979433,0.262956855802363,0.307867903364019,0.101139615865951,0.699319881791006,0.571784124547207,0.0164821629618464,0.237592766098261,0.358488653446705,-0.30640115790974,0.231643792539332,-0.176319534411356,0.498441469444759,-0.115701612075135,0.658341971397726
"11098","11098","PRSS23",11098,"ENSG00000150687","blue",0.327780201252868,0.199012810753675,0.201104943849854,0.438944384856348,-0.526008348440299,0.0300953830247011,0.429570953818713,0.0852757663181636,-0.409519570380142,0.102594511603053,-0.414883860908338,0.0977350506350036,-0.143658217952182,0.582272725343121,-0.31282000297577,0.221510573691706,-0.08810127722246,0.736692304209916,-0.403417965594863,0.108328252412019,-0.0192460741016747,0.941555121064871,0.587363873915192,0.013169345686639,0.086335257838057,0.741799605722526,-0.309073219602263,0.227390315071171
"10097","10097","ACTR2",10097,"ENSG00000138071","blue",-0.326106666400884,0.201452101772297,-0.143542353245431,0.582580252834454,0.717179220574583,0.00119342189904229,-0.0162886079432757,0.950524848414022,-0.114195560344944,0.662539985855819,0.503470066262876,0.0393677411449555,-0.105679792589219,0.686453049582084,-0.153148365769602,0.557318500687882,0.234082476569359,0.365843109548142,-0.00545230820437062,0.983430660062741,0.387711128204732,0.124124799720909,-0.52349778595612,0.0310357617034084,-0.496692232153986,0.0425407764268536,0.00748139024027919,0.977265656047734
"10914","10914","PAPOLA",10914,"ENSG00000090060","blue",-0.326011413477263,0.201591523908105,-0.289130246980232,0.26035044599733,0.782292909363541,0.000206366870632577,-0.277874938583006,0.280192327775459,0.0095532495432629,0.970971938641657,0.437379159028154,0.0791411001393321,-0.0777794410202344,0.766683944198278,0.0491515238839604,0.851399723043079,0.175256098020492,0.501076927023175,0.0814237428022563,0.756056712945067,-0.065137315270519,0.803844795856244,-0.238564001510091,0.356468627041658,-0.205477453472892,0.428843988935463,-0.207557395869876,0.424082256367232
"4076","4076","CAPRIN1",4076,"ENSG00000135387","blue",-0.325645287014818,0.202128011310531,-0.344886839316474,0.175185799665564,0.740125895386418,0.000681145637433794,-0.32419800670784,0.204257836981147,0.101237756282134,0.699040918255019,0.389537031015526,0.122210385267997,-0.206862346883714,0.425670381485425,0.0646376227222151,0.805322355281587,0.260244243950849,0.313068175888138,0.385492749556556,0.126478775785971,0.236786191578769,0.360171099032037,-0.318739048637928,0.212422513251439,-0.28931998640561,0.260023628151709,0.124997899971251,0.632646369886915
"55379","55379","LRRC59",55379,"ENSG00000108829","blue",-0.318098903155538,0.213393565453052,-0.575442356548727,0.0156511538843002,0.702595301094705,0.0016596784592266,-0.402500976968605,0.109209169632523,0.577620287896436,0.0151722925418536,0.49764697205426,0.0420824868139793,0.143470114907952,0.582772021812166,0.262981544840592,0.307820809260624,0.211608603568013,0.414887654065599,0.16491223865286,0.527051622014064,-0.0475490513134415,0.856196348449806,-0.236558692607589,0.360646443864441,0.231060698653437,0.372241042070395,0.0856880289465322,0.743673948546936
"514","514","ATP5E",514,"ENSG00000124172","blue",-0.31807829096994,0.213424880166323,-0.2273394999377,0.38020450280192,0.732715874104553,0.000821294869245851,-0.181985552289143,0.484511932314598,0.142138393499512,0.586312018831707,0.0903717464121281,0.730141449046143,0.555783074361341,0.0205323635005296,0.531547651160515,0.0280980727902638,0.0152233040027079,0.953757248982047,0.160418753305137,0.538523438983727,-0.247216767023429,0.33875745734385,-0.429238603760782,0.085544294844104,-0.115431025740386,0.659095505586421,-0.0825653859578176,0.752735933509662
"483","483","ATP1B3",483,"ENSG00000069849","blue",-0.311435039699457,0.223672480633462,-0.23880402684654,0.355970402062511,0.807492446048197,8.87479472802706e-05,-0.222431581082831,0.390849521726174,0.23387289611115,0.366284853172815,0.0730052341424592,0.780665571850537,0.109512245507662,0.675654751315652,0.0657775725939951,0.80195251330824,0.0522259155064324,0.84221116364098,-0.0107774596639813,0.967253876216755,-0.00742114986311643,0.977448669801127,-0.340972046272124,0.180461587391147,-0.295293740033761,0.249864195176515,-0.2953984942354,0.249688291411532
"9377","9377","COX5A",9377,"ENSG00000178741","blue",-0.310302330521681,0.225450632675866,-0.262942542298225,0.307895208191158,0.857222931267554,1.09941908289282e-05,-0.285064057582777,0.267415431084824,0.224324538176854,0.386724745342781,0.294448117567216,0.251287006982383,0.0974815991377606,0.709743444239733,0.178625271894243,0.492750061547029,0.0252412712329362,0.923393660672758,0.116214814791883,0.656913648499153,-0.138503759634991,0.59601875627179,-0.372119156456713,0.1413309526417,-0.211042609433376,0.416165845271895,-0.175662523812229,0.500068923575837
"9689","9689","BZW1",9689,"ENSG00000082153","blue",-0.309638200444446,0.226497390062533,-0.305957545898433,0.23235481171041,0.648645445010982,0.00485114212298224,-0.226974351497947,0.380990944374954,0.00405223437507521,0.987685071682141,0.796996479006888,0.000127901428917335,-0.156942316369833,0.547474927606235,0.159421805999591,0.541083739786133,0.0841287599878973,0.748195088517581,0.285416974505929,0.266797608983281,-0.0657100551432863,0.802152012451657,-0.2202449742202,0.395643809972831,0.00161400002233894,0.995094832204618,0.17529458889466,0.500981421941197
"51442","51442","VGLL1",51442,"ENSG00000102243","blue",-0.308329156399053,0.228569694722334,-0.29453780207845,0.251135867817023,0.800696775094974,0.000112711963769209,-0.27756329370597,0.280754452398157,0.0798398470594349,0.760670587308534,0.132999403166944,0.610842100956194,0.131414721852314,0.615136644866083,0.259597922832795,0.314314812994667,0.00887137508052123,0.973043117088025,0.177814747805112,0.494747168503092,-0.073619536930085,0.778862878187927,-0.254769102328673,0.323721006795972,-0.149498355267091,0.566860770383566,-0.282392376385353,0.272121067796037
"9448","9448","MAP4K4",9448,"ENSG00000071054","blue",-0.307723820002269,0.229532057116785,-0.0854418564578684,0.744387209892278,0.746230640498001,0.000581146867552835,-0.1407599973613,0.5899854616613,0.299523830967223,0.242822619218418,0.118511218336692,0.650536205070664,0.239900192713398,0.353700075143112,-0.106648789237827,0.683717292432453,0.183706656902305,0.480318513390941,-0.21834105611827,0.399844064693511,0.0953637401759048,0.715800764371592,-0.667428661486042,0.0034195112775379,-0.647985703809513,0.00490906969953808,-0.199754207061029,0.442089093572203
"1021","1021","CDK6",1021,"ENSG00000105810","blue",-0.307550836100394,0.229807540037925,-0.3053535365153,0.233325142511545,0.773782624407889,0.000267857942814794,-0.232256249433974,0.369702346592663,0.0158684093197058,0.951799752454258,0.206069565290675,0.427485606174274,-0.047239809958366,0.857122543117354,0.317414152686394,0.214435450545917,0.164637759977411,0.527749143031681,0.466393640771519,0.0591405667315524,0.00123331150414984,0.996251788106707,-0.307033741667508,0.230632286281428,-0.155343149300124,0.551614629703346,-0.26047577315145,0.312622308150384
"1513","1513","CTSK",1513,"ENSG00000143387","blue",0.299488279266774,0.242881273627768,0.451100346913538,0.0691488669819436,-0.594791961632987,0.0117877347575627,0.657266314512958,0.00414365070392743,-0.543768138873811,0.0240535854130035,-0.330475359451962,0.195125222828767,-0.50376485814187,0.0392339373484357,-0.543578325940945,0.0241127391511517,-0.116649191166983,0.655705588245499,-0.309948468070258,0.226007981274951,0.385855192578199,0.12609206845794,0.392897515922776,0.118741178638215,0.0358869320533066,0.891237758414152,-0.134701993138645,0.606241353404606
"23191","23191","CYFIP1",23191,"ENSG00000273749","blue",0.297986787772687,0.245366629701006,0.310082930752212,0.225796093126824,-0.471647986008381,0.0559638806847091,0.657525667452485,0.0041237409508831,-0.482581328266028,0.0497634517470847,-0.184206527951549,0.479103923966744,-0.501492113135528,0.0402745026384475,-0.485389034812376,0.0482578624451436,-0.0700394057558267,0.789383621201518,-0.188967395418222,0.4676116729897,0.613423693711857,0.00882319169982725,0.218277353147362,0.399985014301438,0.0453953205465678,0.862650512333535,-0.106199173062284,0.684986228444097
"2935","2935","GSPT1",2935,"ENSG00000103342","blue",-0.291425262815982,0.256414455282372,-0.197789382725182,0.446684022920171,0.721121786469729,0.00108792675678972,-0.26008592527967,0.313373274088148,-0.206702094099851,0.426036985396023,0.340525654036461,0.181069804423847,0.0459110204769619,0.86110433214828,0.188414072901149,0.468940261889994,0.436129021711841,0.0801010187293782,0.263236067390842,0.307335558876132,0.183935306590703,0.479762752639419,-0.422547090895447,0.0910818059066501,-0.257283196710176,0.318803439785951,0.0411658715903825,0.875348636583191
"55754","55754","TMEM30A",55754,"ENSG00000112697","blue",0.282179529438053,0.272498124233689,0.356401431257883,0.160269033297221,-0.517016100429453,0.0335679704961277,0.291403673695293,0.256451307554551,-0.537631870724921,0.0260237199711029,-0.160634348157704,0.537970478037527,-0.53449189187934,0.0270789270231162,-0.576820310969663,0.0153468238768096,-0.29347184782298,0.252935923538556,-0.201570700580984,0.437862712727863,0.517944829012754,0.0331957592454453,0.297155364453361,0.246749696073528,-0.225008413671712,0.38524044657873,-0.00187946883079179,0.99428804750372
"55959","55959","SULF2",55959,"ENSG00000196562","blue",-0.278634523641702,0.278825109075572,-0.427091042337513,0.0872942226295384,0.544253428996911,0.0239028600361257,-0.268593145159291,0.297227657187966,-0.142215263587912,0.586107439180905,0.562708296742577,0.0186938172296442,-0.124036861749384,0.635285023103328,0.398820094416876,0.112796293908798,0.107221537806107,0.682102002988305,0.482648347430502,0.0497271082409523,0.0231325501639181,0.929778044277475,0.0744223077988927,0.776508725128169,0.392998860332771,0.118637641232071,0.0812064900363314,0.756689111075827
"165","165","AEBP1",165,"ENSG00000106624","blue",0.277671242248299,0.280559664306254,0.437676955656242,0.0789136771523581,-0.505297916451278,0.0385436552652456,0.476552768042862,0.053114943090725,-0.486137553202519,0.0478623244494337,-0.208386636816109,0.422191582874464,-0.285196328531904,0.267183772294326,-0.553013777467959,0.0213058296777605,0.147528203541185,0.572040321295487,-0.448647661071631,0.0708630164424475,0.498868026514362,0.0415018202461513,0.17875735356213,0.492424983554099,-0.0348742412259366,0.894290524465786,0.0585869252545328,0.823261988605097
"11264","11264","PXMP4",11264,"ENSG00000101417","blue",0.274392187785526,0.286513237873553,0.0247283905832433,0.924946070218131,-0.499383810940951,0.0412583731520824,-0.0546621225782551,0.834943562174176,0.168414985945201,0.518187442495821,-0.300997879360106,0.240398534171302,-0.330442497447103,0.195172321467867,0.0432318981748437,0.869141999833948,-0.402350246881595,0.109354454206637,0.263786202191952,0.30628827101366,-0.291376757977719,0.256497256852611,0.607627231784177,0.00967313284891384,0.489292694415194,0.0462218004302326,-0.0458297497611653,0.861347967854578
"3854","3854","KRT6B",3854,"ENSG00000185479","blue",-0.274305205727985,0.286672197978615,-0.298706447722689,0.244173421009753,0.788893473527385,0.000167245083403473,-0.281390945603022,0.273897882367488,0.127233268321802,0.62652510519312,0.133827771696842,0.608601945650769,0.0606190969921328,0.817227146077574,0.181529739537036,0.485625474490969,0.0617896149451145,0.813755494469188,0.105009447674397,0.688347785230949,-0.118694770068032,0.650027436440397,-0.189510691937381,0.466308978526117,-0.089363474808685,0.733048409711539,-0.313524857344079,0.220415473643425
"81876","81876","RAB1B",81876,"ENSG00000174903","blue",0.272917073371181,0.289216231123575,0.126107811236995,0.629604173283691,-0.358662317234325,0.157444525174531,0.0497683351960206,0.849554746224295,0.312944306839509,0.221317195392345,0.0318682004023938,0.903360374328189,-0.0302380595376511,0.908283646642117,0.0521546341385201,0.842423991851194,-0.390479227357825,0.121230639366608,-0.00228685510042228,0.993049972710941,-0.175662560796977,0.500068831891405,0.197400929445232,0.447595330068015,0.521731321689923,0.0317108262311038,0.368563768044432,0.145472977790367
"222663","222663","SCUBE3",222663,"ENSG00000146197","blue",-0.271632020467626,0.291583449731265,-0.244193191369313,0.344887871562325,0.786836690444832,0.000178703926069768,-0.246141400053215,0.340930583491048,0.0794820280371751,0.761713973936898,0.163020329521982,0.531867990508672,0.0725153641205429,0.782103870966987,0.143162557073137,0.583588781648663,4.25315679070549e-05,0.99987073999319,0.0636352050434672,0.808288315527024,-0.0926177805330229,0.723678404623434,-0.241979339604758,0.349416437464084,-0.183307837064073,0.481288645047085,-0.289439452547578,0.259817983492725
"4144","4144","MAT2A",4144,"ENSG00000168906","blue",-0.265980489004487,0.302132134965181,-0.277066340991379,0.281652240817002,0.574293739578593,0.0159084430719592,-0.382076759422775,0.130164125117156,0.00811776753928009,0.975332372148356,0.118029769565117,0.651871377576344,-0.159536824316925,0.540788078840027,0.158058316173168,0.544594166091968,0.0780890131573672,0.765779635539525,0.243956229396765,0.345370981670532,-0.211159704988584,0.41590123634637,0.122404220671594,0.639777161191072,0.0422560316361158,0.872072762679549,-0.22234644382041,0.391035597285448
"3843","3843","IPO5",3843,"ENSG00000065150","blue",-0.26396823608889,0.305942201387131,-0.0956427971347912,0.715001703177393,0.543613526147849,0.0241017607679674,-0.116639017664141,0.655733872938783,0.218991517895474,0.398406380949281,0.297935667531166,0.245451527023724,-0.211910906079677,0.414205813447986,0.0105524675770011,0.967937156540668,-0.202240511811828,0.436309556342776,0.378379292499187,0.134236505622714,0.40678610753557,0.105135802326579,-0.490493423907383,0.0456087372855814,-0.382882208803094,0.129288523104538,-0.0183145876628611,0.944379567198145
"8766","8766","RAB11A",8766,"ENSG00000103769","blue",-0.262175413224777,0.309360703676076,-0.254140667016876,0.324957101323989,0.749025957524437,0.000539611220269603,-0.279494526790674,0.277282057873302,0.0793450586649852,0.762113474257085,0.153013679235337,0.557669363982093,0.0923047550551571,0.724578099739053,0.0619827608184831,0.813182954286334,-0.032272195624623,0.902140755501784,-0.0690697263977207,0.792239177859187,-0.0708448513466608,0.787013631744934,-0.176760761396828,0.497349942406984,-0.196219068968559,0.450373773545031,-0.286160482133331,0.265498892805278
"4837","4837","NNMT",4837,"ENSG00000166741","blue",0.259078629861313,0.315318550601832,0.397906608786134,0.11369923166281,-0.476007241992239,0.0534263367618599,0.536326144800912,0.0264585832838159,-0.383611972213246,0.128498742764265,-0.34346100924685,0.177095247351073,-0.204151503564049,0.431894031141622,-0.207536989410182,0.42412883903261,-0.189966580583415,0.465217261576066,-0.288378623723276,0.261647584436913,-0.146830324138285,0.573879872300035,0.509715702519079,0.036606066041745,0.24458436803252,0.3440911989992,-0.0200580914045194,0.939093464403555
"10787","10787","NCKAP1",10787,"ENSG00000061676","blue",-0.256146522467785,0.32102131973428,0.00901371629167072,0.972610744970091,0.503881686257631,0.0391810056394951,-0.0815182421517984,0.755781681732712,-0.248092265079414,0.336994126866995,0.480986910558889,0.0506339711430256,-0.298729899420612,0.244134599194437,-0.354424075034397,0.162767275934761,0.19747027981869,0.447432565469015,-0.077363078271166,0.767900653920032,0.445217097803806,0.0733126228105894,-0.41115901529407,0.101091479660139,-0.581111888731888,0.0144287374664541,-0.0275891869024614,0.916290304796537
"1974","1974","EIF4A2",1974,"ENSG00000156976","blue",0.255286052678854,0.322706256644009,0.473464964093368,0.0548955243080052,-0.640290434522962,0.00562697522586014,0.33808108725646,0.184424724808572,-0.253276050775253,0.326662238286269,-0.332645520029961,0.192031404654123,-0.412264368617656,0.100087003065154,-0.414457711425547,0.0981149566071909,0.00805446309565216,0.975524682381924,-0.149438790730413,0.567017070423134,-0.0189907045988023,0.94232938637002,0.192213766854139,0.45985457974835,-0.182277937875429,0.483798293052229,-0.343413000973888,0.177159779773805
"1808","1808","DPYSL2",1808,"ENSG00000092964","blue",0.249638688665225,0.333892439104949,0.323395148574171,0.205445607832947,0.282062509346872,0.272705560596811,0.249425037923378,0.334319976925699,-0.358355394013128,0.157825966683006,-0.0263115541883687,0.920154929578186,-0.264545766468828,0.304845780278157,-0.179171292143764,0.491406870131365,-0.311902992338444,0.222940507810398,-0.186709647073165,0.473044504307922,-0.246883335206883,0.339430410393906,0.0172799436783697,0.947517540109086,-0.0977707103886922,0.708917817199909,-0.209153157164503,0.420447856865338
"396","396","ARHGDIA",396,"ENSG00000141522","blue",-0.243355345253329,0.346597775098768,-0.330595429166473,0.194953199397315,0.397998334218293,0.11360833598156,-0.0979981193023058,0.708268611246276,0.479590876733716,0.0514055053838095,0.332704511429186,0.191947759238041,0.229735791405789,0.375065691028515,0.169502445320895,0.515449608243374,0.5443334240313,0.0238780850126472,0.0309672037664696,0.906081120130773,0.104206790316961,0.690618809783972,-0.34853039645064,0.170369052530957,0.248146759343197,0.336884545682812,0.146896984531115,0.573704052747119
"9528","9528","TMEM59",9528,"ENSG00000116209","blue",0.23481672821287,0.36429784037646,0.161319453780318,0.536215005814514,-0.362759597341936,0.152412279954881,-0.0243252230037625,0.926166575522277,0.467565059025019,0.0584210219097203,-0.530839506748993,0.0283475488583046,-0.139015793720399,0.594647342966345,-0.19625416665322,0.450291136313354,-0.453254436556869,0.067668713984895,-0.230092344851668,0.374304369447122,-0.427345788632012,0.0870853039109224,0.413778989996692,0.0987222048391621,0.213516041327152,0.410595409861169,-0.222580607884057,0.390523925523368
"4359","4359","MPZ",4359,"ENSG00000158887","blue",-0.233627855431079,0.366801715868155,-0.208877827922269,0.421073755630887,0.752334617983892,0.000493665469698352,-0.221458958604254,0.392978147651339,0.058926831774998,0.822251922856015,0.0822360034159193,0.753693614210949,0.0557281624623334,0.831767325674283,0.13527539387006,0.604695039935913,-0.01392197904739,0.957706716995209,0.0619812004863187,0.813187579203763,-0.103692958439879,0.692073949042409,-0.213031744098703,0.411682962874266,-0.172422998046016,0.508130169375268,-0.322723788050507,0.206442281212557
"57162","57162","PELI1",57162,"ENSG00000197329","blue",-0.225575854526263,0.384011231658718,-0.253973084805198,0.325287189422939,0.739741986357221,0.000687882984050971,-0.284654072449529,0.268134262818626,0.0671870701074851,0.797790418199714,0.10200857076368,0.696851151013561,0.0713941413561365,0.785398381063096,0.154221226187998,0.554527105456173,-0.0407275433398988,0.876666332614628,0.0623596905878403,0.812065883364563,-0.16199872327898,0.534477042414977,-0.153308643267541,0.556901097537289,-0.160799859118672,0.537546146356722,-0.363874730715353,0.15106188715746
"1822","1822","ATN1",1822,"ENSG00000111676","blue",-0.225405132724626,0.384380830253452,-0.336557797259404,0.186535984454656,0.596132753205505,0.0115510811560162,-0.397199436663369,0.114401728490041,0.602800421414912,0.0104295750046354,-0.135796378789952,0.603291454676844,0.208837421544201,0.421165651589455,0.324182506995108,0.204280725246062,-0.107936542725436,0.680087347023073,0.289579164230309,0.259577616855829,-0.0960109178578743,0.713948041827378,-0.246765510628725,0.339668394864107,-0.0497067922074225,0.849738797705169,-0.268087180893354,0.298173708876231
"55603","55603","FAM46A",55603,"ENSG00000112773","blue",-0.217877765419779,0.400869754853762,-0.156314301790125,0.549099001853909,0.632694797501419,0.00641627580645897,-0.155206741436097,0.551968380100454,0.0155168508826687,0.95286648372518,-0.0886381959611169,0.735141596218667,0.146176393756546,0.575605851988143,0.0666472614548418,0.799383813108865,-0.117612360459226,0.653029762750283,-0.113735460534585,0.663824385610748,-0.133318459495339,0.609978889671109,-0.132271162143181,0.612814182048335,-0.238765491771268,0.356050363506867,-0.425594600244209,0.0885287761587522
"6303","6303","SAT1",6303,"ENSG00000130066","blue",-0.20880848626365,0.421231465383934,-0.125442732632264,0.631426439479305,0.456896170909811,0.0652195878150494,0.289264359015514,0.260119417530604,-0.276704298200199,0.282307399732357,0.468312058929259,0.0579655868073561,-0.0923920053872016,0.724327291277537,-0.0878037271376902,0.737552091235774,0.374659058944726,0.138422136935165,-0.116183425429556,0.657000977795592,0.189563443814629,0.46618258841718,-0.248734778726749,0.335703417819457,-0.075372893733195,0.773723477445022,-0.0810613371833753,0.757111715941507
"5093","5093","PCBP1",5093,"ENSG00000169564","blue",-0.196583092149324,0.449517057857022,-0.142000210102438,0.586679850378564,0.75126990636985,0.000508081038801327,-0.127826982783434,0.624903141213804,0.0347535046231912,0.894654580528723,0.148708199547359,0.568935678172468,0.295979305797904,0.248714396035061,0.316463763898528,0.215886952720126,0.138977160527545,0.594750771625586,0.0846543712973127,0.746670190233877,-0.138958881545012,0.594799710624281,-0.43436426984527,0.0814704577235164,-0.0947535380139842,0.71754900914017,-0.151022360079821,0.562868022263749
